timestamp_sec,altitude,altitude_raw,altitude_kalman,velocity,velocity_raw,velocity_kalman
0.01999999999998181,0.2158942945075758,1.19677734375,-0.6169849004584259,-1.4826104468314705,-0.22929648276663173,-2.0211609740366314
0.029999999999972715,-0.9808830492424242,0.0,-0.6194235275534999,-1.4994623013468116,-0.24614833728197283,-1.9701437632481011
0.03999999999999204,-0.8224357836174242,0.158447265625,-0.621907867204068,-1.497542330245066,-0.24422836618022714,-1.906758578521893
0.04999999999998295,-0.7404045336174242,0.240478515625,-0.6243080948771073,-1.4833726924049893,-0.2300587283401505,-1.8348942522429363
0.05999999999997385,-1.2186760179924243,-0.23779296875,-0.6265090417708667,-1.458069874554324,-0.20475591048948516,-1.7559082163392417
0.06999999999999318,-0.4208244554924242,0.56005859375,-0.6284032130868982,-1.4226215193951839,-0.16930755533034514,-1.670978108984198
0.07999999999998408,-0.1010002367424242,0.8798828125,-0.6298951928774765,-1.3783930611108717,-0.12507909704603293,-1.581346656121398
0.08999999999997499,-0.8197502367424242,0.1611328125,-0.6309047950278166,-1.3269295835979962,-0.07361561953315743,-1.4882465657535124
0.09999999999999432,-0.5001701586174242,0.480712890625,-0.6313675052681389,-1.2697272579056802,-0.016413293840841447,-1.3928066952569456
0.10999999999998522,-0.8197502367424242,0.1611328125,-0.6312330609046353,-1.208098269427614,0.04521569463722486,-1.2959979092078133
0.11999999999997613,-0.0218986742424242,0.958984375,-0.6304631913753952,-1.1431219058883835,0.11019205817645528,-1.1986177354877985
0.12999999999999545,-0.5001701586174242,0.480712890625,-0.6290292197411032,-1.0756489334392876,0.17766503062555117,-1.101299974765806
0.13999999999998636,-0.0218986742424242,0.958984375,-0.6269098907628843,-1.0063311604930705,0.24698280357176827,-1.0045364440175042
0.14999999999997726,-0.5001701586174242,0.480712890625,-0.6240895636696723,-0.935658548161834,0.3176554159030047,-0.9087022839687475
0.1599999999999966,-0.2596916429924242,0.72119140625,-0.6205567824448189,-0.8639947852272536,0.38931917883758516,-0.8140801186870693
0.1699999999999875,-0.8197502367424242,0.1611328125,-0.6163031800929186,-0.7916076298549386,0.46170633420990015,-0.7208809812014647
0.1799999999999784,-0.3387932054924242,0.64208984375,-0.6113226557606294,-0.7186931973387638,0.534620766726075,-0.6292614389756575
0.18999999999999773,-0.8197502367424242,0.1611328125,-0.6056107647583896,-0.645394681094382,0.6079192829704567,-0.5393371149477446
0.19999999999998863,-0.8197502367424242,0.1611328125,-0.5991642701012161,-0.5718164490193851,0.6814975150454536,-0.45119311147803026
0.20999999999997954,-0.1803459398674242,0.800537109375,-0.591980814457493,-0.498034503159859,0.7552794609049798,-0.3648919171482312
0.21999999999999886,-0.3387932054924242,0.64208984375,-0.5840586808831068,-0.42410417057782523,0.8292097934870135,-0.28047933706118033
0.22999999999998977,-0.6586174242424242,0.322265625,-0.5753966185877464,-0.3500657273507224,0.9032482367141164,-0.19798890571540423
0.23999999999998067,-0.6586174242424242,0.322265625,-0.5659937161488409,-0.27594849815807776,0.977365465906761,-0.1174451524573273
0.25,-0.4974846117424242,0.4833984375,-0.5558493092695991,-0.2017738396978339,1.0515401243670048,-0.03886600831315401
0.2599999999999909,-0.6586174242424242,0.322265625,-0.5449629136614921,-0.1275573103038512,1.1257566537609875,0.0377354250240626
0.2699999999999818,-0.4974846117424242,0.4833984375,-0.5333341761943998,-0.053310247497209806,1.200003716567629,0.11234957762306425
0.2799999999999727,-0.5765861742424242,0.404296875,-0.5209628393301613,0.02095908474551167,1.2742730488103504,0.1849694608951063
0.28999999999999204,-0.6586174242424242,0.322265625,-0.5078487152181776,0.09524466135124698,1.3485586254160857,0.25558997216209367
0.29999999999998295,-0.4974846117424242,0.4833984375,-0.4939916668218279,0.1695420886845176,1.4228560527493563,0.3242073861737343
0.30999999999997385,-1.3746818773674243,-0.393798828125,-0.4793915941632164,0.25296068529372406,1.5062746493585628,0.3908189835114486
0.3199999999999932,-0.1776603929924242,0.80322265625,-0.46386617383463863,0.34693862480367543,1.6002525888685142,0.45542277912957574
0.3299999999999841,-0.7379631273674242,0.242919921875,-0.4473865423858324,0.4432356083819349,1.6965495724467736,0.5235102748989181
0.339999999999975,-0.4181389086174242,0.562744140625,-0.429935182385734,0.5407711076517627,1.7940850717166015,0.593473475457282
0.3499999999999943,-0.3387932054924242,0.64208984375,-0.4115048409514792,0.6385587784879745,1.8918727425528132,0.6640598451796892
0.3599999999999852,-0.7379631273674242,0.242919921875,-0.3920977275346611,0.7356832263453497,1.9889971904101884,0.7342775039318182
0.3699999999999761,-0.1776603929924242,0.80322265625,-0.37172489714331164,0.8312848750353388,2.0845988391001775,0.8033265203601925
0.37999999999999545,-0.4974846117424242,0.4833984375,-0.3504057507526336,0.924550717178507,2.1778646812433458,0.8705492531295371
0.38999999999998636,-0.5765861742424242,0.404296875,-0.32816760351842506,1.0147093049830238,2.2680232690478626,0.9353945910988158
0.39999999999997726,-0.1776603929924242,0.80322265625,-0.3050452853717176,1.101028763601285,2.3543427276661237,0.9973923305266891
0.4099999999999966,-0.4974846117424242,0.4833984375,-0.28108074896507607,1.1828169184982082,2.436130882563047,1.0561349397682978
0.4199999999999875,-0.4974846117424242,0.4833984375,-0.256322667720434,1.2594228546713018,2.5127368187361405,1.1112647008367695
0.4299999999999784,-0.6559318773674242,0.324951171875,-0.23082601259039898,1.3302393923087819,2.5835533563736206,1.1624647565649313
0.4399999999999977,-0.4974846117424242,0.4833984375,-0.20465160059293322,1.3947060866678458,2.6480200507326845,1.209452985857979
